ID,subscribedYN,sec,sessions_completed,series_completed,experience,focus_n,gender_n,dob_given
8570,0,120,2,0,2,0,0,0
8571,0,1065,6,0,2,0,0,0
8572,0,110,2,0,1,0,0,0
8573,0,135,2,0,1,0,0,0
8574,0,460,4,0,2,0,0,0
8575,0,655,5,0,1,0,0,0
8576,0,180,2,0,1,0,0,0
8577,0,465,3,0,2,0,0,0
8578,0,1255,1,0,3,1,1,0
8579,1,1420,7,0,4,0,0,0
8580,0,1650,6,0,3,1,0,0
8581,0,175,2,0,1,0,0,0
8582,0,185,2,0,2,0,0,0
8583,0,2605,6,0,3,0,0,0
8584,1,21270,67,4,1,0,1,0
8585,0,510,4,0,3,0,0,0
8586,0,570,4,0,3,0,0,0
8587,0,1655,10,0,1,0,0,0
8588,0,125,2,0,1,0,0,0
8589,0,80,4,0,3,0,0,0
8590,0,470,3,0,3,0,0,0
8591,0,5235,17,2,1,0,1,0
8592,0,90,1,0,2,0,0,0
8593,0,1285,8,0,4,0,1,0
8594,0,95,1,0,3,0,0,0
8595,0,9940,44,3,4,1,0,0
8596,0,205,3,0,1,0,0,0
8597,0,375,2,0,4,0,0,0
8598,0,120,2,0,1,0,0,0
8599,0,135,2,0,2,0,0,0
8600,0,190,2,0,2,0,0,0
8601,0,125,1,0,3,1,1,0
8602,0,120,2,0,3,0,0,0
8603,0,825,5,0,2,0,0,0
8604,0,745,5,0,2,0,1,0
8605,0,170,3,0,1,0,0,0
8606,0,175,3,0,2,0,0,0
8607,0,1085,6,0,3,0,0,0
8608,0,480,3,0,3,0,0,0
8609,1,7155,21,0,3,0,1,0
8610,0,515,4,0,1,0,0,0
8611,0,185,2,0,1,0,0,0
8612,0,100,2,0,1,1,0,0
8613,0,1870,8,0,1,0,0,0
8614,0,8290,31,9,1,0,0,0
8615,0,770,5,0,1,0,0,0
8616,0,200,2,0,1,0,0,0
8617,0,265,3,0,1,0,0,0
8618,0,185,2,0,1,0,1,0
8619,0,1450,7,0,3,0,0,1
8620,0,125,2,0,3,0,1,0
8621,0,120,2,0,1,0,1,0
8622,0,725,3,0,4,0,0,0
8623,0,755,4,0,2,0,0,0
8624,0,5900,7,0,2,0,0,0
8625,0,495,4,0,2,0,1,0
8626,0,120,2,0,2,1,0,0
8627,0,545,4,0,2,0,1,0
8628,0,865,5,0,1,0,1,0
8629,0,1710,2,0,2,0,1,1
8630,0,120,2,0,3,0,1,0
8631,1,9110,12,1,3,0,0,0
8632,0,3855,16,0,2,0,0,0
8633,0,550,4,0,3,0,0,0
8634,0,885,5,0,2,0,0,0
8635,0,2480,10,0,1,0,1,1
8636,0,95,2,0,3,0,0,0
8637,0,600,4,0,1,0,0,0
8638,0,185,2,0,1,0,0,0
8639,0,515,5,0,2,0,0,0
8640,0,100,1,0,3,0,0,0
8641,0,180,1,0,3,0,0,0
8642,0,1280,8,0,3,0,0,0
8643,0,2375,19,0,3,0,0,0
8644,0,475,4,0,1,0,1,0
8645,0,180,2,0,3,0,0,0
8646,1,635,6,0,3,0,0,0
8647,0,2780,6,0,3,0,1,0
8648,0,75,2,0,2,0,0,0
8649,0,5030,15,0,1,1,0,0
8650,0,395,3,0,1,0,0,0
8651,0,275,3,0,3,0,0,0
8652,0,555,4,0,2,0,0,0
8653,0,210,3,0,3,0,0,0
8654,0,2635,5,0,4,0,0,0
8655,0,110,1,0,4,0,0,0
8656,0,205,3,0,3,0,0,0
8657,0,2910,15,2,2,0,1,0
8658,1,9960,56,0,3,0,0,0
8659,0,10190,25,0,3,0,0,0
8660,0,365,4,0,2,0,0,1
8661,0,125,2,0,2,0,0,0
8662,0,5420,24,2,2,0,0,0
8663,0,3135,11,0,1,0,0,0
8664,0,105,1,0,2,0,0,0
8665,0,75,1,0,3,0,1,0
8666,0,765,3,0,3,0,0,0
8667,0,755,4,0,2,0,0,0
8668,0,80,7,0,2,0,1,0
8669,0,1580,8,0,1,0,0,0
8670,0,460,4,0,3,1,0,0
8671,0,7150,25,2,2,0,0,0
8672,0,185,2,0,2,0,1,0
8673,1,3860,3,0,2,0,1,0
8674,0,3380,9,0,3,0,1,0
8675,0,560,4,0,1,0,1,0
8676,0,100,1,0,1,0,1,0
8677,0,705,3,0,1,0,1,0
8678,0,60,1,0,1,0,0,0
8679,0,510,3,0,3,1,1,0
8680,0,530,4,0,1,0,0,0
8681,0,1310,6,0,1,0,0,0
8682,0,2065,7,0,1,0,0,0
8683,0,120,2,0,3,0,0,0
8684,0,160,2,0,3,0,1,0
8685,0,370,8,0,3,0,1,0
8686,0,120,2,0,1,0,0,0
8687,0,125,2,0,2,0,0,0
8688,0,465,2,0,1,1,0,0
8689,0,5400,18,0,1,1,0,0
8690,0,350,2,0,2,0,0,0
8691,0,1860,6,0,3,0,1,0
8692,0,125,2,0,2,0,0,0
8693,0,90,1,0,2,0,0,0
8694,0,825,5,0,1,0,0,0
8695,0,1230,8,0,1,0,1,0
8696,0,900,6,0,3,0,1,0
8697,0,90,1,0,3,0,1,0
8698,0,190,3,0,1,0,1,0
8699,0,90,1,0,1,0,1,0
8700,0,60,1,0,3,1,1,0
8701,0,1435,7,0,1,0,1,0
8702,0,175,2,0,1,0,1,0
8703,0,180,3,0,3,0,1,0
8704,0,160,2,0,2,0,1,0
8705,0,60,1,0,1,0,0,0
8706,0,490,1,0,1,0,0,0
8707,0,85,1,0,3,1,1,0
8708,0,1135,6,0,1,0,1,0
8709,0,325,1,0,3,0,1,0
8710,0,90,1,0,1,0,0,0
8711,0,95,1,0,1,0,1,0
8712,0,970,3,0,3,0,0,0
8713,0,370,3,0,1,0,0,0
8714,0,510,4,0,3,0,1,0
8715,0,60,1,0,2,0,1,0
8716,0,4110,11,0,1,0,1,0
8717,0,90,1,0,1,0,0,0
8718,0,615,7,0,1,0,1,0
8719,0,5600,8,0,1,0,0,0
8720,0,60,1,0,3,0,1,0
8721,0,4240,7,0,1,0,1,0
8722,0,985,2,0,1,0,1,1
8723,0,1560,3,0,1,1,0,1
8724,0,915,4,0,3,0,1,0
8725,0,3480,13,0,1,0,1,0
8726,0,2655,13,2,3,0,1,0
8727,0,1055,3,0,3,0,0,0
8728,0,630,6,0,1,0,1,0
8729,0,130,1,0,3,1,0,0
8730,0,5340,14,0,1,1,0,0
8731,0,9125,16,0,3,0,1,0
8732,0,870,4,0,2,0,0,0
8733,0,400,3,0,1,0,0,0
8734,0,305,3,0,1,0,0,0
8735,0,795,6,0,1,0,0,0
8736,0,3065,8,0,3,0,0,0
8737,0,1680,7,0,3,0,1,0
8738,0,2370,7,0,3,0,0,0
8739,0,90,1,0,1,0,1,0
8740,0,405,2,0,1,1,1,0
8741,0,1450,8,0,3,0,0,0
8742,0,125,2,0,3,0,0,0
8743,0,5040,14,0,1,0,0,0
8744,0,1355,4,0,2,0,1,0
8745,0,345,2,0,2,0,1,0
8746,0,60,1,0,1,0,1,0
8747,0,1135,6,0,1,0,0,0
8748,0,120,2,0,1,0,1,0
8749,0,515,4,0,1,0,1,0
8750,0,490,3,0,3,0,0,0
8751,0,175,2,0,1,0,1,0
8752,0,760,3,0,2,0,1,0
8753,0,310,4,0,1,0,0,0
8754,0,2730,7,0,4,0,1,0
8755,0,2300,21,2,1,0,1,0
8756,1,6020,12,0,4,0,0,0
8757,1,695,1,0,3,1,0,0
8758,0,65,1,0,1,0,0,0
8759,0,410,4,0,3,0,1,0
8760,0,550,4,0,1,0,1,0
8761,0,120,2,0,3,0,0,0
8762,0,205,3,0,1,0,1,0
8763,0,470,1,0,1,0,0,0
8764,0,60,1,0,1,0,1,0
8765,0,130,2,0,3,1,0,0
8766,0,25,2,0,2,0,0,0
8767,0,1120,5,0,1,1,1,0
8768,0,1225,14,2,3,1,0,0
8769,0,180,2,0,2,0,0,0
8770,0,240,3,0,1,0,1,0
8771,0,340,3,0,2,0,1,0
8772,0,120,2,0,1,0,1,0
8773,0,180,2,0,1,0,0,0
8774,0,1850,9,0,3,0,1,0
8775,0,2980,8,0,2,0,1,0
8776,0,1220,6,0,1,0,0,0
8777,1,22445,57,1,4,0,0,1
8778,0,175,3,0,1,0,0,0
8779,0,1490,7,0,1,0,1,0
8780,0,125,2,0,3,0,0,0
8781,0,1910,5,0,1,0,0,0
8782,0,3945,23,2,1,0,1,1
8783,0,660,4,0,1,0,1,0
8784,0,135,2,0,1,0,1,0
8785,0,100,1,0,1,0,0,0
8786,0,120,2,0,1,0,0,0
8787,0,95,1,0,1,0,0,0
8788,0,55,2,0,2,0,1,0
8789,0,100,1,0,2,0,1,0
8790,1,2275,4,0,3,1,1,0
8791,0,1200,6,0,3,0,1,0
8792,0,345,2,0,1,0,1,0
8793,0,885,5,0,1,0,0,0
8794,0,910,6,0,1,0,0,0
8795,0,355,2,0,1,0,0,0
8796,0,190,2,0,1,0,0,0
8797,0,740,8,0,2,0,0,0
8798,0,990,3,0,3,0,1,0
8799,0,140,2,0,1,0,1,0
8800,0,100,1,0,1,0,0,0
8801,0,1290,6,2,4,0,1,0
8802,0,120,2,0,1,0,0,0
8803,0,1385,5,0,2,0,1,0
8804,0,1775,7,0,2,0,0,0
8805,0,60,1,0,3,0,1,0
8806,0,950,3,0,1,0,1,0
8807,0,100,1,0,1,0,1,0
8808,0,95,1,0,1,0,1,0
8809,0,480,6,0,2,0,1,0
8810,0,675,2,0,1,1,1,0
8811,0,210,2,0,1,0,0,0
8812,0,1465,7,0,1,0,0,0
8813,0,1985,16,0,3,0,0,0
8814,0,190,2,0,2,0,0,0
8815,0,875,5,0,3,0,0,0
8816,0,65,1,0,1,0,0,0
8817,0,340,3,0,1,1,1,0
8818,0,170,2,0,1,1,1,0
8819,0,180,2,0,3,1,0,0
8820,0,555,4,0,2,0,0,0
8821,0,1630,10,0,1,0,0,0
8822,0,240,3,0,1,0,1,0
8823,0,1175,6,0,3,0,0,1
8824,1,805,4,0,3,0,1,0
8825,0,60,1,0,3,0,1,0
8826,0,60,1,0,3,0,0,0
8827,0,530,4,0,1,0,0,0
8828,0,180,2,0,2,0,0,0
8829,0,1740,1,0,3,1,0,0
8830,0,485,3,0,1,0,0,0
8831,0,70,1,0,1,0,1,0
8832,0,560,4,0,1,0,1,0
8833,0,120,2,0,1,0,0,0
8834,0,865,8,0,2,0,0,0
8835,0,2075,11,0,2,0,0,0
8836,0,120,2,0,1,0,1,0
8837,0,110,2,0,1,0,1,0
8838,0,6095,20,3,1,0,1,0
8839,0,1635,4,0,2,0,0,0
8840,0,75,1,0,1,0,0,0
8841,0,110,2,0,1,0,0,0
8842,0,295,2,0,1,0,1,0
8843,0,5135,48,0,1,0,0,0
8844,1,4585,26,1,1,0,1,0
8845,0,180,2,0,2,0,1,0
8846,0,120,2,0,2,1,1,0
8847,0,935,3,0,2,0,0,0
8848,0,120,2,0,1,0,0,0
8849,0,2045,8,0,1,0,0,0
8850,0,90,1,0,1,0,1,0
8851,1,6565,11,0,2,0,0,1
8852,0,2875,9,0,1,0,1,0
8853,0,225,3,0,1,0,0,0
8854,0,3590,6,0,2,0,1,0
8855,0,385,6,0,1,1,1,0
8856,0,20,1,0,2,1,0,0
8857,0,55,1,0,2,0,1,0
8858,0,60,1,0,1,0,1,0
8859,0,570,5,0,2,0,0,0
8860,0,7740,27,0,2,0,1,1
8861,0,75,5,0,1,0,0,0
8862,0,480,3,0,1,0,1,0
8863,0,440,3,0,2,0,0,0
8864,0,1765,8,0,1,0,1,0
8865,0,90,2,0,1,0,1,0
8866,0,825,6,0,3,0,0,0
8867,0,180,2,0,2,1,1,0
8868,0,120,2,0,3,0,0,0
8869,1,5625,17,0,3,0,1,0
8870,0,155,3,0,3,0,1,0
8871,0,175,2,0,2,0,1,0
8872,0,515,4,0,1,0,1,0
8873,0,1775,10,0,3,0,0,0
8874,1,6680,19,0,3,0,1,0
8875,0,125,2,0,1,0,0,0
8876,0,115,1,0,2,0,1,0
8877,0,135,1,0,3,0,0,0
8878,0,170,7,0,3,0,0,0
8879,0,1950,8,0,2,0,0,0
8880,0,6045,18,1,3,0,1,0
8881,0,4885,21,2,2,0,0,0
8882,0,2465,3,0,4,1,0,0
8883,0,175,2,0,2,0,1,0
8884,0,120,2,0,2,0,0,0
8885,0,770,5,0,1,0,1,0
8886,0,510,4,0,3,0,0,0
8887,0,540,4,0,2,0,1,0
8888,0,11285,24,0,3,1,1,0
8889,0,4845,11,0,1,0,1,0
8890,0,4085,10,0,1,0,1,0
8891,0,755,5,0,2,0,1,0
8892,0,2835,12,0,2,0,1,0
8893,0,35,2,0,3,0,0,0
8894,0,500,4,0,2,0,1,0
8895,0,2225,9,0,1,0,0,0
8896,0,3115,6,0,2,0,1,0
8897,0,195,7,0,3,0,1,0
8898,0,185,2,0,2,0,0,0
8899,1,12245,40,3,3,0,1,1
8900,0,410,3,0,3,0,1,0
8901,0,285,2,0,2,0,0,0
8902,0,115,2,0,3,0,0,0
8903,0,335,3,0,1,0,0,0
8904,0,65,1,0,2,0,0,0
8905,0,70,1,0,1,0,0,0
8906,0,1345,6,0,1,0,0,0
8907,0,1100,5,0,1,0,0,1
8908,0,185,2,0,3,1,0,0
8909,0,710,7,0,3,0,0,0
8910,0,60,1,0,2,0,1,0
8911,0,65,1,0,1,0,0,0
8912,0,225,4,0,1,0,0,0
8913,0,2950,8,0,3,0,0,1
8914,0,825,5,0,2,0,0,0
8915,0,1630,11,0,1,0,0,0
8916,0,440,3,0,3,0,0,0
8917,0,2580,8,0,2,0,1,0
8918,0,480,3,0,1,0,0,0
8919,0,815,7,0,3,0,0,0
8920,0,105,1,0,1,0,0,0
8921,0,180,2,0,1,0,0,0
8922,0,90,1,0,1,0,1,0
8923,0,40,1,0,2,0,0,0
8924,0,365,2,0,1,0,0,0
8925,0,1225,1,0,1,1,0,0
8926,0,575,4,0,2,0,0,0
8927,0,1295,3,0,1,0,0,0
8928,0,515,4,0,1,0,0,0
8929,0,1815,10,0,2,0,1,0
8930,0,2255,22,0,3,0,0,0
8931,0,2105,9,0,3,0,0,0
8932,0,20,1,0,2,1,1,0
8933,0,510,4,0,1,0,0,0
8934,0,150,2,0,2,0,1,0
8935,0,255,3,0,1,0,0,0
8936,0,120,2,0,1,1,0,0
8937,0,1500,7,0,1,0,0,0
8938,0,1150,6,0,1,0,1,0
8939,0,1360,3,0,1,0,0,0
8940,0,340,2,0,3,0,1,0
8941,0,145,3,0,1,0,0,0
8942,0,430,15,0,2,0,1,0
8943,0,35,1,0,1,0,0,0
8944,0,1285,8,0,1,0,0,0
8945,0,2615,20,0,2,1,1,0
8946,0,370,2,0,3,0,1,0
8947,0,485,3,0,3,0,0,0
8948,0,205,3,0,3,0,0,0
8949,0,35,1,0,4,0,0,0
8950,1,17405,37,0,3,0,1,1
8951,0,560,4,0,1,0,1,0
8952,0,845,6,0,2,0,0,0
8953,0,840,5,0,2,0,1,0
8954,0,4445,19,0,3,1,1,0
8955,0,1060,5,0,3,0,1,1
8956,0,1755,8,0,3,1,1,0
8957,0,2110,10,0,1,0,0,1
8958,0,60,1,0,1,0,1,0
8959,0,605,9,0,2,0,0,0
8960,0,130,2,0,3,0,0,0
8961,0,185,2,0,1,0,0,0
8962,0,45,1,0,3,0,1,0
8963,0,7120,23,0,3,0,0,0
8964,0,120,2,0,1,0,0,0
8965,0,460,3,0,3,0,0,0
8966,0,90,4,0,2,0,0,0
8967,0,860,5,0,3,0,1,0
8968,0,175,3,0,3,0,0,0
8969,0,320,3,0,1,0,0,0
8970,0,745,5,0,1,0,1,0
8971,0,115,2,0,4,0,1,0
8972,0,25,1,0,1,0,0,0
8973,0,1185,6,0,1,0,0,0
8974,0,710,7,0,1,0,0,0
8975,1,7200,32,0,3,0,0,1
8976,0,1170,6,0,1,0,1,0
8977,0,4325,21,0,1,0,0,0
8978,0,2750,7,0,1,0,1,0
8979,0,12325,30,10,2,0,0,0
8980,0,575,4,0,1,0,1,0
8981,0,2185,18,0,2,0,1,0
8982,0,140,2,0,2,0,1,0
8983,0,120,2,0,1,0,0,0
8984,0,915,3,0,2,0,1,0
8985,0,180,2,0,2,0,0,0
8986,0,2455,5,0,1,0,1,0
8987,0,5440,15,0,1,0,0,0
8988,0,120,2,0,1,0,0,0
8989,0,60,1,0,1,0,1,0
8990,0,120,1,0,1,0,0,0
8991,0,1285,4,0,3,0,0,0
8992,0,180,2,0,1,0,0,0
8993,0,580,9,0,2,0,1,0
8994,0,170,2,0,2,1,0,0
8995,0,155,1,0,1,0,0,0
8996,0,2645,12,0,1,0,0,0
8997,0,115,2,0,1,0,1,0
8998,0,595,4,0,2,0,0,0
8999,0,590,4,0,1,0,0,0
9000,0,270,3,0,1,0,0,0
9001,0,1615,7,0,3,0,1,0
9002,0,35,1,0,3,0,1,0
9003,0,895,4,0,3,0,1,0
9004,0,3510,10,0,1,0,0,0
9005,0,125,2,0,3,0,1,0
9006,0,1375,4,0,3,0,1,0
9007,0,120,2,0,3,0,1,1
9008,0,815,7,0,1,0,0,0
9009,0,2355,11,2,1,0,0,0
9010,0,1060,4,0,1,0,0,0
9011,0,60,1,0,1,0,0,0
9012,0,120,2,0,3,0,0,0
9013,0,2780,9,0,1,0,0,0
9014,1,9540,17,0,3,0,0,0
9015,0,200,2,0,1,0,1,0
9016,0,580,4,0,1,0,0,0
9017,1,7405,14,0,3,0,1,0
9018,0,800,4,0,2,0,1,0
9019,0,460,3,0,1,0,0,0
9020,0,555,5,0,1,0,0,0
9021,0,70,1,0,3,0,1,0
9022,0,2600,7,0,2,0,1,0
9023,0,3720,11,0,1,0,0,0
9024,0,45,1,0,2,0,0,0
9025,0,1500,7,0,1,0,0,0
9026,0,2245,8,0,1,0,1,0
9027,0,95,2,0,1,0,0,0
9028,0,500,4,0,1,0,0,0
9029,0,245,4,0,1,0,0,0
9030,0,730,2,0,4,0,0,0
9031,0,60,1,0,3,0,0,0
9032,0,1595,6,0,1,0,0,0
9033,0,495,3,0,2,0,0,0
9034,0,645,2,0,2,0,1,0
9035,0,2435,9,0,3,0,0,0
9036,0,445,6,0,1,0,1,0
9037,0,175,3,0,3,0,0,0
9038,0,2690,13,2,1,0,0,0
9039,0,585,5,0,1,0,0,0
9040,0,185,2,0,2,0,0,1
9041,0,825,5,0,1,0,0,0
9042,0,195,3,0,1,0,0,0
9043,0,25,1,0,1,1,0,0
9044,0,855,5,0,3,0,1,0
9045,0,755,3,0,1,0,1,0
9046,0,270,1,0,1,0,1,0
9047,0,4650,8,0,1,1,1,1
9048,0,155,1,0,1,0,1,0
9049,0,2650,8,0,1,0,0,0
9050,0,910,5,0,1,0,0,0
9051,0,1290,9,0,2,0,1,0
9052,0,135,3,0,2,0,0,0
9053,0,2940,11,0,1,0,1,0
9054,0,215,2,0,1,0,1,0
9055,0,65,1,0,1,0,0,0
9056,0,290,3,0,3,0,0,0
9057,0,825,4,0,1,0,0,0
9058,0,185,2,0,3,0,1,0
9059,0,95,1,0,3,0,1,0
9060,0,455,2,0,3,0,0,0
9061,0,6435,16,2,3,0,0,0
9062,0,2320,10,0,1,0,0,0
9063,0,2405,10,2,1,0,0,0
9064,0,780,5,0,1,0,1,0
9065,0,485,3,0,3,0,0,0
9066,0,640,2,0,3,0,0,0
9067,0,1110,5,0,1,0,0,0
9068,0,415,2,0,1,0,1,0
9069,0,2215,5,0,3,0,0,0
9070,0,165,2,0,3,0,0,0
9071,0,945,9,0,1,0,1,0
9072,0,160,4,0,3,1,1,0
9073,0,595,2,0,1,0,1,0
9074,0,565,3,0,2,1,1,0
9075,0,125,2,0,2,0,0,0
9076,0,960,4,0,2,0,1,0
9077,0,120,2,0,3,0,0,0
9078,0,75,1,0,1,0,1,0
9079,0,95,1,0,1,0,1,0
9080,0,425,2,0,1,0,0,0
9081,1,6495,12,0,3,0,1,1
9082,0,5825,10,0,1,0,0,0
9083,0,1065,9,0,3,0,0,0
9084,0,365,8,0,2,0,0,0
9085,0,190,2,0,3,0,0,0
9086,0,3625,7,0,1,0,0,0
9087,0,445,4,0,4,0,0,0
9088,0,70,1,0,1,0,0,0
9089,0,930,5,0,1,0,0,0
9090,0,40,1,0,1,0,0,0
9091,0,35,1,0,2,0,0,0
9092,0,845,4,0,2,0,0,0
9093,0,185,2,0,1,0,0,0
9094,0,5685,13,0,4,0,0,0
9095,0,2905,8,0,1,0,1,0
9096,0,195,3,0,3,1,1,0
9097,0,90,1,0,1,0,1,0
9098,0,1125,6,0,1,0,0,0
9099,0,885,4,0,2,0,0,0
9100,0,1740,9,0,3,0,0,0
9101,0,470,2,0,4,0,0,0
9102,0,2385,1,0,3,1,1,0
9103,0,95,1,0,2,0,0,0
9104,0,520,4,0,2,0,0,0
9105,0,505,4,0,1,0,0,0
9106,0,1330,16,2,1,0,0,0
9107,0,525,9,0,2,0,1,0
9108,0,380,2,0,1,0,1,0
9109,0,70,1,0,3,0,0,0
9110,1,6215,24,1,3,0,1,1
9111,0,185,2,0,2,0,0,0
9112,0,180,2,0,1,1,0,1
9113,0,530,4,0,1,0,0,0
9114,0,200,4,0,1,0,1,0
9115,0,910,6,0,1,0,0,0
9116,0,1265,6,0,2,0,1,0
9117,0,1540,5,0,3,1,0,0
9118,0,250,4,0,2,0,0,0
9119,0,1265,7,0,1,0,0,0
9120,0,6080,14,0,2,0,0,0
9121,0,15720,32,9,2,0,0,0
9122,0,120,2,0,1,0,0,0
9123,0,525,4,0,1,0,0,0
9124,0,60,1,0,1,0,0,0
9125,0,175,2,0,1,0,1,0
9126,0,4565,11,0,2,0,1,0
9127,0,345,3,0,1,0,0,0
9128,0,5335,16,0,3,0,0,0
9129,0,1040,4,0,1,1,1,0
9130,0,120,2,0,1,0,0,0
9131,0,120,2,0,1,0,0,0
9132,0,260,4,0,2,0,0,0
9133,0,5805,30,0,1,0,0,1
9134,0,195,3,0,1,0,0,0
9135,0,525,4,0,2,0,0,0
9136,0,340,3,0,1,0,0,0
9137,0,1645,8,0,1,0,1,0
9138,0,95,2,0,3,0,0,0
9139,0,575,4,0,2,0,0,0
9140,0,5930,17,0,1,0,1,0
9141,0,240,4,0,1,0,0,0
9142,0,680,3,0,4,0,0,0
9143,0,1245,6,0,3,0,0,0
9144,0,180,2,0,1,0,0,0
9145,0,225,3,0,2,0,0,0
9146,0,165,2,0,2,0,0,0
9147,0,120,2,0,2,0,1,0
9148,0,1100,6,0,1,0,0,0
9149,0,215,2,0,1,0,0,0
9150,0,510,5,0,1,0,0,0
9151,0,720,5,0,3,0,0,0
9152,0,2490,7,0,2,0,0,0
9153,0,755,4,0,2,0,0,0
9154,0,80,2,0,1,1,0,0
9155,0,65,1,0,1,0,1,0
9156,0,120,2,0,3,0,0,0
9157,0,95,1,0,2,0,0,0
9158,0,1030,5,0,1,0,1,0
9159,0,6385,18,2,1,0,0,0
9160,0,1030,6,0,3,0,0,0
9161,0,525,4,0,3,0,0,0
9162,0,385,5,0,2,0,0,0
9163,0,2590,9,0,3,0,0,0
9164,0,95,2,0,1,0,0,0
9165,0,65,1,0,2,0,0,0
9166,0,65,1,0,3,1,0,0
9167,0,185,2,0,1,0,0,0
9168,0,150,4,0,3,0,0,1
9169,0,275,3,0,3,0,0,0
9170,0,460,2,0,1,0,0,0
9171,0,1025,5,0,3,0,0,0
9172,0,510,4,0,1,0,0,0
9173,0,175,6,0,1,1,0,0
9174,0,410,3,0,2,0,1,0
9175,0,60,1,0,3,0,0,0
9176,0,90,1,0,1,0,0,0
9177,0,530,5,0,1,0,0,0
9178,0,395,2,0,1,1,1,0
9179,1,860,8,1,4,1,0,0
9180,1,2650,7,0,4,0,1,0
9181,0,725,11,0,1,0,0,0
9182,0,180,2,0,3,0,0,0
9183,0,585,4,0,1,0,0,0
9184,0,770,3,0,3,0,0,0
9185,0,1565,6,0,2,0,1,0
9186,0,935,4,0,1,0,1,0
9187,0,250,2,0,2,1,1,0
9188,0,60,1,0,3,0,0,0
9189,0,50,1,0,1,0,0,0
9190,0,2715,16,0,1,0,0,0
9191,0,705,3,0,1,0,0,0
9192,0,885,5,0,1,0,0,0
9193,0,120,2,0,1,1,0,0
9194,0,65,1,0,1,0,0,0
9195,0,680,4,0,3,0,0,0
9196,0,540,4,0,3,0,0,0
9197,0,180,2,0,2,0,0,0
9198,0,125,2,0,3,1,0,0
9199,0,1085,5,0,2,0,1,0
9200,0,530,4,0,2,0,0,0
9201,0,565,4,0,3,0,0,0
9202,0,840,4,0,3,0,0,0
9203,0,60,1,0,2,0,0,0
9204,0,170,2,0,2,0,1,0
9205,0,285,3,0,1,0,0,0
9206,0,120,2,0,3,1,0,0
9207,0,180,2,0,2,0,0,0
9208,0,135,2,0,4,0,0,0
9209,0,395,2,0,1,0,0,0
9210,0,180,2,0,2,0,1,0
9211,0,560,4,0,3,0,1,0
9212,0,1440,7,0,1,0,0,0
9213,0,5245,8,0,3,0,1,0
9214,0,435,2,0,3,0,0,0
9215,0,120,2,0,1,0,0,0
9216,0,385,1,0,1,0,1,0
9217,0,70,1,0,1,1,0,0
9218,0,130,2,0,3,1,0,0
9219,0,3160,13,0,1,0,0,0
9220,0,65,1,0,1,0,0,0
9221,0,3675,8,0,3,0,0,0
9222,0,195,3,0,1,0,0,0
9223,0,975,5,0,2,0,1,0
9224,0,1315,4,0,1,1,0,0
9225,0,675,3,0,1,0,0,0
9226,0,570,4,0,1,0,0,0
9227,0,210,2,0,1,0,0,0
9228,0,810,5,0,1,0,0,0
9229,0,120,2,0,1,0,1,0
9230,0,2935,11,0,3,0,1,1
9231,0,520,4,0,1,0,0,0
9232,0,1215,7,0,3,0,0,0
9233,0,4265,2,0,3,1,1,0
9234,0,3115,9,0,1,0,0,0
9235,0,90,1,0,1,0,0,0
9236,0,1620,20,0,4,0,0,0
9237,1,1185,4,0,2,0,1,0
9238,0,120,2,0,1,0,0,0
9239,0,4080,13,0,3,1,1,0
9240,0,180,2,0,1,0,0,0
9241,0,510,4,0,1,0,0,0
9242,0,580,4,0,3,0,0,0
9243,0,305,2,0,3,0,0,0
9244,0,690,4,0,1,0,0,0
9245,0,180,2,0,2,0,0,0
9246,0,545,16,0,1,0,0,0
9247,0,60,1,0,3,0,0,0
9248,0,180,2,0,1,0,0,0
9249,0,90,1,0,1,0,0,0
9250,0,120,2,0,3,0,0,0
9251,0,345,3,0,2,0,0,0
9252,0,220,3,0,1,0,0,0
9253,0,95,1,0,1,0,1,0
9254,0,900,6,0,2,0,0,0
9255,0,1780,11,0,2,0,0,0
9256,0,185,2,0,2,0,0,0
9257,0,370,6,0,3,0,0,0
9258,0,225,3,0,2,0,0,0
9259,0,225,2,0,2,0,0,0
9260,0,105,1,0,3,0,0,0
9261,0,90,1,0,2,0,0,0
9262,0,720,5,0,1,1,0,0
9263,1,4680,22,0,1,0,0,0
9264,1,1785,10,0,1,0,1,0
9265,0,60,1,0,1,0,1,0
9266,0,590,4,0,2,0,0,0
9267,0,1175,6,0,3,0,1,0
9268,0,60,1,0,1,0,0,0
9269,0,2210,10,0,1,0,0,0
9270,0,1250,9,0,2,0,0,0
9271,0,95,2,0,1,0,0,0
9272,0,430,4,0,2,0,1,0
9273,0,60,1,0,1,0,0,0
9274,0,755,5,0,2,0,0,0
9275,0,385,2,0,4,1,0,0
9276,0,280,3,0,2,0,0,0
9277,0,55,2,0,2,0,1,0
9278,0,185,2,0,2,1,0,0
9279,0,565,4,0,2,0,0,0
9280,0,1465,7,0,3,0,0,0
9281,0,65,1,0,1,1,1,0
9282,0,4630,17,0,3,0,0,0
9283,0,835,5,0,1,0,0,0
9284,0,35,1,0,3,1,1,0
9285,0,370,2,0,4,0,0,0
9286,0,795,1,0,1,1,0,0
9287,0,315,2,0,2,0,0,0
9288,0,270,3,0,3,1,0,0
9289,0,25,2,0,2,0,0,0
9290,0,520,4,0,1,0,0,0
9291,0,730,2,0,1,0,0,0
9292,0,90,1,0,1,0,0,0
