user_id,sec,sessions_completed,series_completed,gender,experience_level,estimate_birth_day,focus,subscribed
18282,35,1,0,f,none,,mindfulness,
18283,240,4,0,f,none,,mindfulness,
18284,1215,3,0,m,none,,mindfulness,
18286,680,7,0,f,medium,,mindfulness,
18292,1855,11,1,f,none,1985-01-21 06:32:21.695+00,mindfulness,
18294,270,1,0,f,none,,mindfulness,
18295,180,2,0,f,none,,yoga,
18297,3540,5,0,f,medium,,mindfulness,
18298,65,1,0,f,none,,mindfulness,
18301,845,1,0,f,medium,,mindfulness,
18302,120,2,0,f,low,,mindfulness,
18304,1455,5,0,f,none,,mindfulness,
18308,180,1,0,m,medium,,mindfulness,
18312,495,2,0,f,high,,mindfulness,
18313,185,2,0,f,none,,mindfulness,
18314,130,2,0,f,medium,,yoga,
18315,8990,29,4,f,medium,,mindfulness,1
18318,500,4,0,m,medium,,mindfulness,
18320,3240,11,0,m,medium,,mindfulness,
18325,200,1,0,f,medium,,mindfulness,
18327,3190,19,0,f,medium,,mindfulness,1
18328,60,1,0,f,medium,1992-01-20 20:38:07.672+00,yoga,
18330,65,1,0,m,medium,,yoga,
18331,3195,10,0,f,low,,mindfulness,
18332,65,2,0,f,none,,mindfulness,
18336,225,3,0,f,low,,mindfulness,
18337,2340,4,0,f,medium,,yoga,
18338,870,4,0,m,low,,mindfulness,
18340,190,2,0,f,medium,1996-01-20 22:38:33.804+00,mindfulness,
18343,2580,9,0,f,low,,mindfulness,
18344,120,2,0,f,medium,,mindfulness,
18348,65,1,0,m,low,,mindfulness,
18349,820,5,0,f,low,,mindfulness,
18350,210,2,0,f,none,,mindfulness,
18352,505,4,0,f,none,,mindfulness,
18354,200,2,0,m,low,,mindfulness,
18357,65,1,0,f,low,,mindfulness,
18361,190,3,0,f,low,,mindfulness,
18366,9830,51,20,f,medium,,mindfulness,1
18368,300,3,0,m,none,,mindfulness,
18372,3230,11,0,m,low,,mindfulness,
18374,180,2,0,m,medium,,mindfulness,
18377,1985,9,2,f,medium,,mindfulness,
18378,630,4,0,f,medium,,mindfulness,
18379,1045,2,0,f,none,,yoga,
18382,490,5,0,m,low,,mindfulness,
18383,2245,7,0,f,medium,,mindfulness,
18384,1760,1,0,f,medium,,yoga,
18385,150,4,0,f,medium,,mindfulness,
18387,105,1,0,f,medium,,mindfulness,
18388,590,4,0,f,none,,mindfulness,
18389,325,2,0,f,medium,,mindfulness,
18392,185,2,0,f,none,,mindfulness,
18393,180,2,0,f,none,,mindfulness,
18396,285,3,0,f,low,,mindfulness,
18397,180,2,0,f,none,,mindfulness,
18398,1290,5,0,m,medium,,mindfulness,
18399,2440,13,0,m,low,,mindfulness,
18400,6570,18,2,m,none,,mindfulness,
18403,85,1,0,m,none,,mindfulness,
18406,2555,13,1,f,low,,mindfulness,
18408,175,3,0,f,low,,mindfulness,
18409,175,2,0,m,none,,mindfulness,
18410,90,1,0,f,medium,,mindfulness,
18411,565,2,0,f,low,,mindfulness,
18412,10000,18,2,f,low,,mindfulness,1
18413,90,1,0,f,medium,,mindfulness,
18416,125,2,0,f,none,,mindfulness,
18417,2415,10,0,m,none,,mindfulness,
18420,3680,18,3,f,low,,mindfulness,
18421,20,1,0,f,none,,mindfulness,
18422,125,2,0,m,low,,mindfulness,
18424,320,3,0,m,medium,,mindfulness,
18426,2055,9,0,f,medium,,mindfulness,
18431,125,2,0,f,none,,mindfulness,
18434,70,1,0,f,low,,mindfulness,
18436,95,1,0,f,medium,,mindfulness,
18438,120,2,0,m,none,,mindfulness,
18439,875,9,0,m,low,,mindfulness,
18441,720,3,0,f,medium,,mindfulness,
18445,1205,4,0,f,high,,yoga,1
18446,170,2,0,m,none,,mindfulness,
18453,370,1,0,f,low,,mindfulness,
18454,960,5,0,m,medium,,mindfulness,
18455,110,1,0,m,medium,,mindfulness,
18456,125,2,0,m,medium,,mindfulness,
18458,175,2,0,m,medium,,mindfulness,
18459,1145,13,0,f,none,1989-07-09 06:13:13.41+00,mindfulness,
18461,845,3,0,f,medium,,yoga,
18465,90,1,0,m,none,,mindfulness,
18466,125,2,0,f,none,,mindfulness,
18467,920,2,0,m,medium,,yoga,
18470,2060,6,0,f,none,,mindfulness,
18473,610,5,0,m,low,,mindfulness,
18474,70,1,0,f,none,,mindfulness,
18475,820,4,0,f,low,,mindfulness,
18477,6030,14,0,f,medium,,mindfulness,1
18479,80,1,0,f,low,,mindfulness,
18480,2220,5,0,m,high,,yoga,1
18482,500,4,0,m,none,,mindfulness,
18486,135,2,0,f,none,,yoga,
18494,2110,5,0,f,none,,mindfulness,
18496,12025,31,4,f,medium,,mindfulness,1
18500,880,5,0,m,low,1976-07-11 10:56:34.112+00,mindfulness,
18503,1340,5,0,m,low,,mindfulness,
18507,70,2,0,m,high,,yoga,
18509,60,1,0,f,low,,mindfulness,
18511,1435,2,0,f,high,,mindfulness,1
18512,60,1,0,f,medium,,yoga,
18513,2095,8,0,f,none,,mindfulness,
18516,90,1,0,f,medium,,mindfulness,
18523,180,2,0,f,low,,mindfulness,
18526,165,2,0,m,high,,mindfulness,
18527,195,11,0,m,medium,,mindfulness,
18532,80,1,0,m,low,,mindfulness,
18533,175,2,0,m,low,,mindfulness,
18535,55,1,0,f,low,,mindfulness,
18541,80,1,0,f,medium,,mindfulness,
18544,640,9,0,f,low,,mindfulness,
18545,825,5,0,f,low,,mindfulness,
18546,3065,5,0,m,none,,mindfulness,
18547,90,1,0,f,low,,mindfulness,
18548,120,2,0,m,low,,mindfulness,
18552,305,6,0,f,none,,mindfulness,
18553,300,2,0,m,low,,mindfulness,
18554,1160,6,0,f,none,,mindfulness,
18555,4480,15,0,m,high,,yoga,
18556,560,5,0,f,none,,mindfulness,
18557,60,1,0,f,none,,mindfulness,
18560,520,4,0,f,low,,mindfulness,
18562,65,1,0,f,none,,mindfulness,
18564,770,4,0,m,low,,mindfulness,
18566,6000,14,0,f,none,,mindfulness,
18568,70,2,0,f,low,,mindfulness,
18569,2120,10,0,f,medium,,mindfulness,
18570,210,1,0,f,medium,,mindfulness,1
18571,500,3,0,f,medium,,mindfulness,
18572,400,2,0,f,low,,mindfulness,
18573,125,2,0,m,medium,,mindfulness,
18577,90,1,0,m,low,,mindfulness,
18578,540,4,0,f,low,,mindfulness,
18582,2035,8,0,f,none,1994-01-25 21:00:40.508+00,mindfulness,
18583,180,2,0,m,medium,1965-01-25 21:28:32.475+00,mindfulness,
18585,6090,15,0,f,medium,,yoga,1
18590,125,2,0,m,medium,,mindfulness,
18591,1255,2,0,f,high,,mindfulness,
18595,135,6,0,m,none,,mindfulness,
18596,775,5,0,f,none,,mindfulness,
18600,1435,6,0,f,none,,mindfulness,
18603,780,2,0,f,none,,yoga,
18605,1185,7,0,f,medium,,yoga,
18606,180,2,0,f,medium,,mindfulness,
18607,125,2,0,f,medium,,mindfulness,
18608,310,5,0,f,none,1994-01-26 04:29:48.854+00,mindfulness,
18612,65,1,0,m,low,,mindfulness,
18614,30,1,0,f,none,,yoga,
18616,65,1,0,f,low,,mindfulness,
18617,405,2,0,f,medium,,mindfulness,
18619,1195,6,0,f,medium,,mindfulness,
18620,525,4,0,f,medium,,mindfulness,
18622,590,4,0,f,low,,mindfulness,
18623,1890,6,0,f,low,,mindfulness,
18626,6260,17,2,f,low,,mindfulness,
18629,585,4,0,f,low,,mindfulness,
18631,80,1,0,f,medium,,mindfulness,
18632,1185,2,0,m,high,1987-06-26 15:58:37.858+00,mindfulness,
18633,365,3,0,m,low,,mindfulness,
18635,8875,13,0,f,high,,mindfulness,1
18636,945,2,0,m,none,,yoga,
18637,130,2,0,m,low,,yoga,
18640,105,1,0,m,none,,mindfulness,
18641,5535,19,0,f,none,,mindfulness,
18643,1865,8,0,f,medium,,mindfulness,
18645,65,1,0,f,none,,mindfulness,
18646,1420,3,0,f,medium,,yoga,
18648,2470,5,0,f,medium,,mindfulness,
18651,1275,6,0,f,medium,,yoga,
18652,680,3,0,m,low,,yoga,
18653,1445,5,0,f,high,,yoga,1
18654,75,1,0,f,medium,,mindfulness,
18655,485,3,0,m,low,,mindfulness,
18658,825,4,0,f,medium,,mindfulness,
18659,1940,3,0,f,medium,,mindfulness,
18660,175,3,0,f,low,,mindfulness,
18664,60,1,0,f,none,,mindfulness,
18665,1090,6,0,f,medium,,yoga,
18666,115,2,0,f,medium,,yoga,
18674,1400,5,0,f,low,,mindfulness,
18679,530,4,0,f,low,,mindfulness,
18681,3785,10,0,f,medium,,mindfulness,
18682,415,6,0,f,low,,mindfulness,
18683,1910,8,0,f,low,,mindfulness,
18685,180,2,0,f,medium,,mindfulness,
18686,1985,5,0,f,low,,mindfulness,
18688,210,3,0,f,none,,mindfulness,
18689,2210,9,2,f,medium,,mindfulness,
18692,115,4,0,f,medium,,mindfulness,
18693,90,1,0,f,low,,mindfulness,
18704,2195,1,0,f,none,,yoga,
18706,100,1,0,m,none,,mindfulness,
18710,865,5,0,f,low,,mindfulness,
18711,200,1,0,f,low,,mindfulness,
18713,95,1,0,f,low,,mindfulness,
18715,170,2,0,f,medium,,mindfulness,
18716,25,2,0,f,low,,mindfulness,
18718,4255,7,0,f,none,,yoga,
18719,160,3,0,f,low,,mindfulness,
18721,90,1,0,f,none,,mindfulness,
18727,60,1,0,m,none,,mindfulness,
18728,60,1,0,f,none,,mindfulness,
18734,155,3,0,f,none,1985-06-17 02:12:28.318+00,mindfulness,
18737,65,1,0,f,medium,,mindfulness,
18738,930,2,0,f,low,,mindfulness,
18741,170,3,0,f,medium,,mindfulness,
18744,1135,1,0,f,none,,mindfulness,
18745,580,4,0,f,low,,mindfulness,
18750,1995,9,0,f,none,,mindfulness,
18751,155,4,0,f,low,,mindfulness,
18753,3215,6,0,m,low,,mindfulness,
18754,35,1,0,f,none,,mindfulness,
18756,210,3,0,f,low,,mindfulness,
18757,20,1,0,m,none,,mindfulness,
18760,315,3,0,m,low,,mindfulness,
18761,425,3,0,m,low,,mindfulness,
18762,180,2,0,f,low,,mindfulness,
18765,2385,14,0,f,none,1978-02-03 11:07:26.002+00,mindfulness,
18767,60,1,0,m,low,,mindfulness,
18769,215,3,0,f,medium,,mindfulness,
18770,690,4,0,f,none,1980-02-22 22:34:19.362+00,mindfulness,
18771,7495,15,0,m,medium,,mindfulness,1
18776,785,5,0,m,low,,mindfulness,
18777,120,2,0,m,medium,,yoga,
18778,4255,5,0,f,high,,mindfulness,1
18779,1455,4,0,f,medium,,mindfulness,
18783,1360,11,0,f,medium,,mindfulness,
18784,1955,8,0,f,medium,,mindfulness,
18785,250,1,0,f,low,,mindfulness,
18787,700,5,0,f,medium,,mindfulness,
18789,685,2,0,f,none,,mindfulness,
18790,2905,10,0,f,low,,mindfulness,
18793,1925,7,0,m,high,,yoga,1
18794,45,1,0,f,medium,,mindfulness,
18799,100,1,0,f,low,,mindfulness,
18800,105,2,0,f,low,,mindfulness,
18801,215,1,0,m,none,,mindfulness,
18802,60,1,0,f,low,,mindfulness,
18809,1375,3,0,f,low,,mindfulness,1
18812,390,2,0,f,none,,mindfulness,
18813,825,5,0,f,low,,mindfulness,
18814,1400,6,0,f,high,,mindfulness,1
18819,3415,10,0,m,medium,,yoga,
18821,125,2,0,m,medium,,mindfulness,
18823,3020,21,0,m,low,,mindfulness,
18824,7695,30,6,f,medium,,mindfulness,
18826,95,1,0,f,medium,1989-01-29 04:57:13.991+00,yoga,
18830,8380,28,2,m,medium,,mindfulness,1
18833,3705,5,0,f,medium,,yoga,
18834,65,1,0,m,medium,,mindfulness,
18835,230,3,0,f,none,,mindfulness,
18837,80,1,0,m,medium,,mindfulness,
18838,65,1,0,m,none,,mindfulness,
18840,785,3,0,f,none,1993-07-16 19:49:59.244+00,mindfulness,
18841,90,1,0,m,none,,mindfulness,
18842,2825,4,0,f,high,,mindfulness,1
18843,365,3,0,m,medium,,yoga,
18845,1180,3,0,m,medium,1990-01-29 07:49:36.084+00,yoga,
18846,14980,11,0,m,medium,,yoga,
18848,125,2,0,f,none,,mindfulness,
18850,6135,65,6,m,medium,,mindfulness,1
18851,120,2,0,f,medium,,mindfulness,
18854,2525,13,2,f,low,,mindfulness,1
18855,1365,9,0,f,medium,,mindfulness,
18856,250,1,0,f,high,,yoga,
18857,125,2,0,f,medium,,mindfulness,
18860,1395,5,0,m,medium,,mindfulness,
18861,610,6,0,f,none,,mindfulness,
18864,110,1,0,f,none,,mindfulness,
18865,3260,10,0,f,medium,,mindfulness,
18868,1040,8,0,f,none,,mindfulness,
18870,180,2,0,f,none,,mindfulness,
18871,1435,8,0,m,medium,,mindfulness,
18873,430,3,0,f,high,,yoga,
18876,95,1,0,f,none,,mindfulness,
18878,120,2,0,f,none,,mindfulness,
18886,250,4,0,f,none,,mindfulness,
18888,1030,5,0,f,medium,,mindfulness,
18896,590,2,0,f,none,,mindfulness,
18898,70,6,0,m,none,,mindfulness,
18900,1220,4,0,m,none,,mindfulness,
18901,1195,5,0,m,medium,,mindfulness,
18902,255,5,0,f,low,1978-01-30 11:21:11.711+00,mindfulness,
18903,12940,29,0,m,medium,,mindfulness,
18904,125,2,0,f,medium,,mindfulness,
18905,905,2,0,m,high,,mindfulness,
18911,960,3,0,m,low,,mindfulness,
18916,180,2,0,f,medium,,mindfulness,
18917,1155,6,0,f,low,,mindfulness,
18921,130,2,0,f,high,,yoga,
18924,125,2,0,f,medium,,mindfulness,
18925,1080,5,0,f,low,,mindfulness,
18926,215,3,0,f,none,,mindfulness,
18943,1130,6,0,f,none,,mindfulness,
18946,60,1,0,f,none,,mindfulness,
18949,60,2,0,m,none,,yoga,
18952,120,2,0,m,none,,mindfulness,
18953,485,3,0,m,none,,mindfulness,
18955,585,4,0,f,low,,mindfulness,
18958,125,1,0,m,none,,mindfulness,
18959,230,2,0,f,medium,,mindfulness,
18964,2540,10,0,f,none,,mindfulness,
18965,180,2,0,f,none,1986-05-22 17:41:05.628+00,mindfulness,
18969,30,1,0,f,low,,mindfulness,
18973,120,2,0,f,medium,,mindfulness,
18974,1105,6,0,m,low,,mindfulness,
18975,95,1,0,m,none,,mindfulness,
18977,220,4,0,f,low,,mindfulness,
18979,180,2,0,m,low,,mindfulness,
18980,120,2,0,m,none,,mindfulness,
18981,60,4,0,f,none,,mindfulness,
18982,80,1,0,f,medium,,mindfulness,
18984,75,1,0,f,none,,mindfulness,
18985,180,3,0,m,none,,yoga,
18988,375,3,0,m,high,,mindfulness,
18992,685,4,0,m,medium,,mindfulness,
18993,230,2,0,m,low,,mindfulness,
18995,655,3,0,f,medium,,mindfulness,
18998,210,10,0,m,none,,mindfulness,
19000,125,2,0,f,none,,mindfulness,
19001,190,2,0,f,none,,mindfulness,
19005,75,1,0,f,medium,,mindfulness,
19016,1645,5,0,m,none,,mindfulness,
19018,175,2,0,m,medium,,mindfulness,
19029,20,1,0,m,none,,mindfulness,
19036,145,1,0,f,medium,,yoga,
19052,70,1,0,m,low,,mindfulness,
19065,1720,6,0,f,none,,mindfulness,
19071,70,1,0,m,none,,mindfulness,
19075,1150,3,0,m,none,,mindfulness,
19085,420,6,0,m,medium,,mindfulness,
19092,14315,22,0,f,medium,,mindfulness,1
19095,1375,5,0,m,medium,,mindfulness,
19101,555,4,0,f,medium,1989-02-02 14:21:16.639+00,mindfulness,
19119,90,1,0,m,medium,,mindfulness,
19129,2755,15,0,m,none,,mindfulness,
19133,695,6,0,f,medium,,mindfulness,
19137,1885,9,0,m,medium,,mindfulness,
19141,85,1,0,f,medium,,mindfulness,
19144,180,2,0,m,none,,mindfulness,
19145,180,2,0,f,low,,mindfulness,
19147,105,1,0,m,none,,yoga,
19148,60,1,0,f,low,,mindfulness,
19156,5030,28,1,m,none,1962-07-13 17:56:29.912+00,yoga,
19163,185,2,0,f,low,,mindfulness,
19166,7780,15,0,m,none,,mindfulness,
19168,1860,5,0,m,low,,mindfulness,
19169,990,6,0,f,none,,mindfulness,
19170,185,2,0,f,low,,mindfulness,
19171,595,5,0,m,low,,mindfulness,
19173,1275,5,0,m,medium,,mindfulness,
19176,2855,18,3,f,low,,mindfulness,
19178,60,1,0,f,none,,mindfulness,
19179,1050,4,0,m,low,,mindfulness,
19181,665,6,0,f,none,,mindfulness,
19186,1100,4,0,m,none,,mindfulness,
19188,150,1,0,f,none,,mindfulness,
19190,85,1,0,m,low,,mindfulness,
19191,125,1,0,m,low,,mindfulness,
19192,22395,14,9,f,high,,yoga,1
19197,230,4,0,f,none,,mindfulness,
19198,180,2,0,f,low,,mindfulness,
19201,70,3,0,m,medium,,mindfulness,
19202,65,1,0,m,medium,,mindfulness,
19204,70,1,0,f,medium,,mindfulness,
19205,45,1,0,f,low,,mindfulness,
19210,2050,7,0,f,none,,mindfulness,
19214,90,1,0,f,medium,,yoga,
19216,40,7,0,m,low,,mindfulness,
19218,60,1,0,f,low,,mindfulness,
19224,120,2,0,m,low,,mindfulness,
19226,40,1,0,f,low,,mindfulness,
19227,2670,6,0,m,low,,mindfulness,1
19229,5585,20,2,f,medium,,yoga,
19230,120,2,0,f,medium,,mindfulness,
19234,60,1,0,f,low,,mindfulness,
19290,125,2,0,m,medium,,yoga,
19321,120,2,0,f,medium,,mindfulness,
19329,120,2,0,f,none,,mindfulness,
19334,95,1,0,m,medium,,mindfulness,
19351,3400,12,0,f,medium,,mindfulness,1
19354,120,2,0,m,low,,mindfulness,
19380,580,5,0,m,medium,,mindfulness,
19384,145,7,0,m,low,,mindfulness,
19395,240,4,0,f,medium,,mindfulness,
19405,65,1,0,f,none,,mindfulness,
19429,2725,6,0,m,high,,mindfulness,
19439,60,1,0,f,low,,mindfulness,
19445,135,1,0,f,medium,,mindfulness,
19446,120,2,0,f,low,,mindfulness,
19455,120,2,0,f,medium,,mindfulness,
19458,75,1,0,f,low,,mindfulness,
19459,140,3,0,f,low,,mindfulness,
19462,75,1,0,f,medium,,yoga,
19463,325,4,0,f,low,,mindfulness,
19467,345,2,0,f,none,,mindfulness,
19471,2475,5,0,f,medium,,mindfulness,
19472,125,2,0,f,medium,,mindfulness,
19473,985,12,0,f,low,,mindfulness,
19484,60,1,0,f,low,,mindfulness,
19486,315,4,0,f,low,,mindfulness,
19495,875,12,0,f,none,,mindfulness,
19505,225,1,0,f,medium,,mindfulness,
19519,260,4,0,f,low,,mindfulness,
19522,645,8,0,m,medium,,mindfulness,
19525,1135,6,0,m,low,,mindfulness,
19529,660,6,0,f,medium,,mindfulness,
19532,695,2,0,f,medium,,mindfulness,
19534,200,3,0,f,none,,mindfulness,
19537,2460,6,0,m,medium,,mindfulness,1
19539,15930,32,0,f,medium,,mindfulness,
19541,85,2,0,f,low,,mindfulness,
19547,150,2,0,f,none,,mindfulness,
19548,30,1,0,m,none,,mindfulness,
19550,6135,24,1,f,medium,,mindfulness,1
19551,1695,8,0,f,low,,mindfulness,
19553,60,1,0,f,low,,mindfulness,
19554,4555,5,0,f,high,1975-06-12 07:24:35.929+00,yoga,
19557,1495,7,0,f,none,,mindfulness,
19558,4975,14,0,f,medium,,mindfulness,1
19560,125,2,0,f,medium,,mindfulness,
19561,155,2,0,f,medium,,mindfulness,
19564,125,2,0,f,medium,,mindfulness,
19565,4515,13,0,m,medium,1977-10-11 08:39:24.947+00,mindfulness,
19571,515,16,2,f,medium,,mindfulness,
19572,65,1,0,f,medium,,mindfulness,
19575,205,3,0,f,medium,,mindfulness,
19577,125,2,0,f,medium,,mindfulness,
19578,165,2,0,f,none,,mindfulness,
19580,230,2,0,f,none,,yoga,
19582,285,4,0,f,medium,,mindfulness,
19584,80,1,0,f,none,,mindfulness,
19585,95,1,0,f,none,,mindfulness,
19586,90,1,0,f,none,,mindfulness,
19593,2700,10,0,f,low,,mindfulness,
19594,1310,8,0,f,low,,mindfulness,
19610,700,2,0,f,medium,,mindfulness,
19613,5010,16,2,f,none,,mindfulness,
19614,385,3,0,f,medium,,mindfulness,
19616,100,1,0,f,none,,mindfulness,
19617,75,1,0,f,none,,mindfulness,
19626,595,2,0,f,none,,mindfulness,
19638,395,2,0,m,medium,,yoga,
19642,180,3,0,f,low,,mindfulness,
19646,70,1,0,f,medium,,yoga,
19649,6640,11,0,f,none,,mindfulness,
19650,65,1,0,f,medium,,mindfulness,
19651,6810,14,0,f,medium,,mindfulness,1
19652,1105,4,0,f,medium,,mindfulness,
19653,1080,8,1,m,medium,,mindfulness,
19663,7625,14,0,f,medium,1990-02-04 19:38:53.745+00,mindfulness,1
19665,40,1,0,f,none,,yoga,
19670,4955,23,0,f,medium,1980-02-21 10:32:26.295+00,mindfulness,1
19671,605,3,0,m,low,1973-02-05 12:12:49.956+00,mindfulness,
19672,1245,6,0,m,low,,mindfulness,
19676,125,2,0,f,none,,mindfulness,
19677,95,2,0,m,none,,mindfulness,
19679,1280,12,0,m,low,,mindfulness,
19689,580,4,0,f,medium,,mindfulness,
19692,2805,26,0,m,high,,mindfulness,
19694,65,1,0,f,low,,mindfulness,
19706,510,4,0,f,none,,mindfulness,
19712,1370,5,0,m,none,,mindfulness,
19713,2845,1,0,f,none,,yoga,
19720,185,2,0,f,medium,,mindfulness,
19722,125,2,0,f,medium,,mindfulness,
19726,1730,21,0,f,none,,yoga,
19728,380,5,0,f,medium,,mindfulness,
19731,175,2,0,m,none,,mindfulness,
19735,820,5,0,f,low,,mindfulness,
19736,20,1,0,f,none,,mindfulness,
19738,905,6,0,f,none,,mindfulness,
19739,180,2,0,f,none,,mindfulness,
19741,15,1,0,f,low,,mindfulness,
19742,120,2,0,f,medium,,mindfulness,
19743,45,2,0,f,none,,mindfulness,
19745,70,1,0,f,none,,mindfulness,
19747,195,3,0,m,none,,yoga,
19749,285,1,0,f,none,,mindfulness,
19751,185,3,0,f,none,,mindfulness,
19755,1830,9,0,f,low,,mindfulness,
19757,180,2,0,f,medium,,mindfulness,
19759,390,2,0,f,low,,mindfulness,
19767,1400,8,0,f,low,,mindfulness,
19772,10230,37,0,f,high,1975-04-13 14:06:15.78+00,mindfulness,1
19777,675,2,0,f,high,,mindfulness,
19778,1975,5,0,f,medium,,mindfulness,
19779,120,2,0,f,medium,,mindfulness,
19780,120,2,0,f,medium,,mindfulness,
19781,650,3,0,f,medium,,mindfulness,
19783,7510,8,0,f,high,,yoga,
19788,1150,2,0,m,high,,mindfulness,
19789,2680,6,0,f,medium,,yoga,
19791,180,2,0,f,low,,mindfulness,
19792,70,1,0,f,medium,,mindfulness,
19801,175,2,0,f,medium,,mindfulness,
19804,120,2,0,f,medium,,mindfulness,
19807,520,4,0,f,none,,mindfulness,
19809,1640,6,0,f,none,1996-03-13 21:06:07.626+00,mindfulness,
19814,260,3,0,f,none,,yoga,
19815,740,4,0,f,low,,mindfulness,
19821,120,2,0,f,medium,,mindfulness,
19823,555,2,0,m,high,,mindfulness,
19826,180,2,0,f,medium,,mindfulness,
19829,180,3,0,f,high,,yoga,
19831,680,2,0,f,low,,mindfulness,
19834,85,7,0,f,medium,,mindfulness,
19836,60,1,0,f,low,,mindfulness,
19837,995,8,0,f,medium,,mindfulness,
19839,5010,10,0,f,medium,,mindfulness,
19842,145,1,0,f,medium,,mindfulness,
19844,340,2,0,f,high,,yoga,
19845,95,1,0,f,medium,,mindfulness,
19848,180,2,0,f,medium,,mindfulness,
19849,700,3,0,f,medium,,mindfulness,
19852,90,1,0,f,medium,,mindfulness,
19854,620,10,0,f,medium,,mindfulness,
19859,935,5,0,f,medium,,mindfulness,
19860,1600,9,0,f,medium,,yoga,
19863,130,2,0,f,medium,,mindfulness,
19864,1835,7,0,f,medium,,mindfulness,
19869,2255,6,0,f,medium,,mindfulness,1
19872,5315,18,0,f,medium,,mindfulness,
19875,105,1,0,f,low,,mindfulness,
19881,565,4,0,f,medium,,mindfulness,
19882,245,5,0,f,none,,mindfulness,
19883,445,4,0,f,none,,yoga,
19884,120,1,0,f,medium,,mindfulness,
19886,595,4,0,f,medium,,mindfulness,
19890,180,2,0,f,medium,,yoga,
19891,335,3,0,f,medium,,mindfulness,
19892,5350,10,0,f,medium,,yoga,1
19893,200,2,0,f,none,,mindfulness,
19899,480,4,0,m,none,,mindfulness,
19900,65,1,0,f,low,,mindfulness,
19901,1180,8,0,m,medium,,mindfulness,
19903,1230,2,0,f,none,,mindfulness,
19904,185,2,0,f,none,,mindfulness,
19910,275,1,0,m,none,,mindfulness,
19920,4410,7,0,f,medium,,mindfulness,
19921,2295,9,0,f,high,,yoga,1
19922,525,4,0,f,medium,,mindfulness,
19923,6670,32,2,m,medium,1982-07-05 20:51:25.309+00,mindfulness,1
19925,665,2,0,f,high,,mindfulness,
19927,2985,11,0,f,none,,mindfulness,
19929,295,3,0,f,low,,mindfulness,
19932,6425,11,0,m,low,,mindfulness,
19933,1235,8,0,f,none,,mindfulness,
19935,465,2,0,f,medium,,mindfulness,
19936,2725,16,3,m,low,1987-02-07 06:34:49.135+00,mindfulness,
19937,170,11,0,f,low,,mindfulness,
19938,710,1,0,f,medium,,mindfulness,
19939,895,7,0,f,low,,mindfulness,
19940,2450,16,0,m,low,,mindfulness,
19942,160,2,0,f,none,,mindfulness,
19943,1515,5,0,f,medium,,mindfulness,
19946,1355,10,0,f,none,,mindfulness,
19950,185,2,0,f,none,,mindfulness,
19953,60,1,0,m,low,,mindfulness,
19954,85,1,0,m,low,,mindfulness,
19960,380,10,0,f,none,,mindfulness,
19962,185,2,0,f,none,,mindfulness,
19964,325,1,0,m,low,,mindfulness,
19967,4000,18,0,m,medium,,mindfulness,
19968,525,4,0,f,low,,mindfulness,
19975,60,1,0,m,low,,mindfulness,
19978,195,4,0,f,medium,,yoga,
19979,2505,10,0,m,medium,,mindfulness,
19982,300,4,0,f,medium,,yoga,
19987,15,2,0,f,low,,mindfulness,
19989,180,2,0,f,medium,,mindfulness,
19993,410,1,0,f,high,,mindfulness,
19994,3120,18,0,m,medium,,mindfulness,
19995,1860,10,0,f,high,,mindfulness,1
19996,665,2,0,m,medium,,mindfulness,
19997,575,4,0,f,low,,mindfulness,
19998,20,4,0,m,medium,1995-02-08 20:07:17.41+00,mindfulness,
20002,2370,15,0,m,medium,1990-02-16 07:16:25.468+00,mindfulness,
20003,130,2,0,m,low,1988-02-08 13:46:59.157+00,mindfulness,
20007,1905,8,0,f,none,,mindfulness,
20011,195,2,0,f,medium,,yoga,1
20012,5675,36,2,f,medium,,mindfulness,1
20013,95,2,0,f,medium,,yoga,
20016,585,4,0,f,none,,mindfulness,
20017,785,5,0,m,low,,mindfulness,
20023,90,1,0,f,medium,,mindfulness,
20024,2345,12,0,f,low,,mindfulness,
20026,590,4,0,f,low,,mindfulness,
20028,1440,5,0,f,none,,mindfulness,
20029,115,1,0,f,medium,1979-02-08 17:36:55.801+00,mindfulness,
20031,60,12,0,m,none,,mindfulness,
20034,60,1,0,f,low,,mindfulness,
20038,365,3,0,f,low,,mindfulness,
20048,60,1,0,f,low,,mindfulness,
20049,60,1,0,m,none,,mindfulness,
20055,120,2,0,f,low,,mindfulness,
20056,120,2,0,m,low,1978-02-08 20:42:59.118+00,mindfulness,
20057,295,3,0,m,none,,mindfulness,
20061,215,3,0,m,none,,mindfulness,
20062,4810,36,4,f,medium,,yoga,
20067,120,2,0,f,medium,,mindfulness,
20072,90,1,0,f,medium,,mindfulness,
20073,250,1,0,f,high,,mindfulness,
20074,35,5,0,f,low,,mindfulness,
20075,200,3,0,m,none,,mindfulness,
20078,85,1,0,f,none,,mindfulness,
20083,660,3,0,m,medium,,mindfulness,
20084,1175,9,1,m,low,,mindfulness,
20085,625,4,0,m,none,,mindfulness,
20086,575,4,0,f,none,,mindfulness,
20089,3575,12,0,m,low,,mindfulness,
20090,575,4,0,f,medium,,mindfulness,
20092,350,5,0,m,none,,yoga,
20093,1170,8,0,m,none,,mindfulness,
20095,1350,6,0,f,medium,,mindfulness,
20098,155,2,0,f,none,,yoga,
